
2432435;2414640;2478740;2501330;2453115;2479565;2405840;2557175;2525820;2497840;2506705;2442550;2599130;2406380;2445690;2467010;2467775;2580395;2498465;2482345;2496140;2535635;2547345;2550875;2499485;2495820;2519730;2513845;2517480;2501335;


272225;266855;256845;269055;262635;252400;248340;244825;236350;237830;235670;254995;250945;236610;231890;227055;241035;232795;225140;226705;232815;215455;223645;212825;223945;222230;335200;213000;213690;208425;
256550;269205;253010;256440;258610;264740;256000;278125;267245;275655;257725;266295;280295;277985;275195;266215;292015;278580;305970;276120;309930;300245;303775;283065;300480;315010;293170;309065;308125;303130;
248600;239730;250490;289675;255190;277540;254570;267880;264560;284860;276005;294675;332210;282195;300720;292480;308700;288580;307270;304695;325510;308610;329630;325480;327915;343090;327350;328415;327565;344765;

178145;182135;181475;183010;188045;180605;175815;182735;177840;166955;179030;163230;171995;166290;164840;175040;187270;167830;154305;158855;151650;154525;163360;296530;147540;146340;152245;153135;149620;147340;
300660;247515;239515;244775;254515;251000;245860;247905;253400;244665;256290;252235;256365;252175;252090;266465;310660;279395;386205;276725;254810;280040;278645;267210;261760;263665;277780;279390;267185;287930;
245940;260265;255515;265815;262300;261220;258305;331360;271640;266425;271855;277665;288255;278140;287365;308370;321010;305600;283040;309655;302985;306910;301105;297730;297705;307235;324645;323545;321860;322875;

2597830;2647765;2599870;2622455;2522715;2645745;2591700;2680715;2766525;2627615;2659970;2632025;2649220;2593780;2709930;2628150;2841480;2592665;2620365;2624515;2590480;2577720;2623310;2593460;2661925;2590585;2648980;2616220;2739885;2601540;
2544495;2573745;2526350;2522470;2531150;2466845;2526955;2463780;2510200;2569990;2567145;2473015;2574355;2554585;2569185;2518815;2640080;2484585;2648190;2521845;2647130;2611190;2484315;2602365;2495575;2574195;2622565;2561935;2577430;2508965;
2484805;2461235;2439700;2466860;2429905;2529735;2473375;2477090;2504520;2481865;2550735;2564885;2475230;2493390;2574285;2507485;2710460;2527420;2458330;2557080;2494305;2538835;2545090;2536465;2577400;2673120;2594185;2544445;2567170;2618240;

1810965;1865225;1845550;1931000;2146315;1927175;1850495;1757755;1818705;1898230;1766770;1795025;1808005;1753215;1821075;1801865;1817085;1826540;1864890;1821855;1797060;1801285;1840220;1814140;1815360;1770335;1813255;1765700;1844755;1767350;
2482890;2365675;2413845;2606640;2858145;2606770;2385950;2447530;2408465;2383975;2316330;2367595;2352045;2445060;2400995;2382475;2431470;2419495;2386875;2428940;2470035;2432300;2446805;2444425;2422050;2406955;2432710;2515505;2419660;2424795;
2516515;2464755;2510415;2550975;2903625;2605760;2418850;2451390;2402980;2525920;2463685;2501915;2496860;2474015;2599055;2528335;2482290;2503820;2489255;2575560;2523675;2524160;2580040;2503480;2590990;2621120;2559665;2500700;2510615;2432290;


280585;255505;257210;253820;261210;270000;258295;260600;241560;238805;232780;236105;256890;247580;236665;241070;233365;246260;240510;229015;228435;214695;212985;233070;213215;219675;224205;208840;210900;210955;
257270;245100;253385;254565;268780;285425;283590;271080;257805;275935;276955;280595;279825;273995;274355;292750;273580;273900;293565;289405;308970;283170;295345;279450;296655;288070;306335;289135;294320;299025;
261350;246210;260635;250585;259895;269690;273360;260365;270895;291180;269795;290210;277975;295165;297945;311365;296045;324940;315660;305800;303140;305195;333235;327775;327765;322305;344345;322755;340250;325020;

213255;205880;187115;181145;180450;176985;167650;169870;166010;168435;168785;172000;167715;165435;166695;167625;176655;168060;168070;159375;163135;159065;157525;157485;156705;154155;148300;155270;164985;157995;
264925;239650;249305;235825;244205;246950;236485;262125;243885;246010;240985;270795;243815;268265;257320;277955;277980;265895;270450;260360;285415;261575;269020;278640;284140;289645;268010;270850;270045;306955;
263430;244585;259185;253275;264610;263945;257265;283965;273665;279650;274490;289900;279545;291975;285710;299035;305430;289860;300755;293810;316910;301645;305215;319495;316245;325330;314780;309630;315985;354025;

2672280;2904470;2692565;2728575;2667570;2618690;2695865;2604360;2644665;2667695;2656750;2610690;2605225;2749320;2689725;3036675;2807030;2858710;2735700;2844670;2816825;2757010;2958025;2839395;2721810;2742625;2769880;2769400;2724705;2827610;
2554035;2629480;2513450;2553490;2530185;2554220;2486710;2553400;2448550;2580090;2574810;2491990;2551880;2613445;2588195;2935795;2723085;2762910;2684710;2710955;2747755;2792665;2828950;2754110;2736515;2744935;2758880;2733955;2668275;2709090;
2485930;2530945;2446865;2453630;2524800;2516335;2496410;2466895;2561940;2477535;2479820;2469395;2529085;2552805;2510435;2969595;2701385;2738010;2679240;2704345;2690110;2708790;2803185;2745535;2766540;2684620;2806820;2716095;2968535;2687535;

2105465;1862070;1921735;1986170;1966585;1918470;1899415;1960235;1921215;1910805;1890945;1951615;1931810;1937340;1917085;1951900;1916560;1883155;1876365;1902815;1884205;1906960;2029830;2025390;1988330;1951385;1847880;1842940;1917880;1875295;
2544565;2542160;2582925;2680045;2557995;2534990;2624860;2661835;2646735;2498150;2572995;2546920;2574510;2537965;2616805;2534400;2589720;2628445;2583775;2526155;2576615;2688850;2726515;2611090;2633160;2591770;2563330;2603475;2536690;2566085;
2662760;2598550;2612060;2737735;2587210;2572295;2559095;2673295;2697235;2585170;2603500;2597350;2625265;2679850;2644800;2670075;2677220;2617080;2625045;2617405;2687590;2704500;2803925;2663195;2796680;2709050;2632875;2602740;2646330;2659495;


287725;271750;287695;280095;258325;269985;257530;267100;253430;257515;258675;257255;245340;247095;238890;250490;249000;248365;243030;246490;246235;241290;239840;246230;241385;239445;226895;236345;228285;224495;
265390;261195;284010;290785;263915;272570;278315;287025;272580;287885;289015;283760;293120;285840;280995;285820;301985;312195;309550;317650;317845;314585;317590;316620;321510;344530;332070;321850;336770;328240;
260640;259330;271900;275255;268815;281330;275365;282300;284000;295125;292335;291365;303295;298535;301830;322185;326920;332610;328820;343300;353575;355410;341205;344690;355965;378125;368850;363490;387455;379365;

207220;193750;192630;192725;191965;190530;197010;182620;181880;187210;184420;187165;189205;175350;187025;174615;171765;173700;175510;175430;200745;182780;170235;164175;164895;167575;166850;156000;184580;155600;
268230;254520;265265;268160;254100;272860;266460;271170;269795;276000;269500;280535;287275;272455;285105;272125;281720;277685;282330;295640;325910;313370;296995;286135;291555;289735;309005;284380;292385;298925;
275340;270545;271260;284675;273920;283680;287160;284245;289070;305210;296435;298930;317075;297405;304845;305600;307865;315215;318310;331965;372155;340295;335590;343325;332400;329235;339480;326400;341925;346795;

2819945;2885005;2779110;2741245;2825310;2906295;2888420;2935355;2948500;3005795;2940500;2847725;2753710;2900615;2807240;2800460;2825415;2940890;2767260;2820950;2880105;2902260;2856345;2665845;2835365;2766590;2844195;2860625;2830820;2757430;
2678025;2770565;2629625;2601045;2633105;2768120;2865075;2795850;2805930;2811425;2875170;2818230;2742535;2729055;2641540;2760130;2815865;2928735;2779365;2850460;2794150;2749665;2745015;2680920;2824715;2829315;2903165;2798855;2677875;2712925;
2575935;2698645;2573665;2552455;2684380;2757520;2791990;2737515;2735145;2853920;2781070;2784905;2690560;2620610;2649285;2733685;2809165;2729170;2768090;2743255;2728540;2792085;2725030;2675270;2755050;2796975;2857545;2758450;2778125;2691605;

2089520;2056225;1905135;2000155;2022110;1916155;1909170;2027510;1919415;1980790;2076915;2010460;1975030;2054835;1870915;1874230;1850655;1898425;1915810;1850870;1841210;1881775;1918945;1932760;1932520;1870325;1905805;1927760;1950415;1897280;
2491305;2597690;2562655;2498870;2527010;2542795;2563015;2699705;2582475;2653400;2782265;2654485;2620800;2654610;2664730;2553815;2760275;2579090;2512345;2546455;2522380;2569680;2499380;2516025;2531120;2566955;2573195;3373055;2619780;2564825;
2702205;2723045;2645915;2529225;2574060;2620445;2570420;2769230;2604980;2705245;2762245;2897530;2699440;2670020;2617025;2616160;2585720;2643600;2665735;2609890;2703550;2629430;2627760;2626600;2649220;2644040;2662545;2699585;2680260;2687285;

